名称,代码
浙文互联,600986
九丰能源,605090
中国中冶,601618
志特新材,300986
东方钽业,000962
万 科Ａ,000002
再升科技,603601
蜂助手,301382
北矿科技,600980
宏桥控股,002379
三维通信,002115
小商品城,600415
百纳千成,300291
亚玛顿,002623
安宁股份,002978
九号公司-WD,689009
京运通,601908
波长光电,301421
顺博合金,002996
天合光能,688599
金雷股份,300443
广哈通信,300711
万泽股份,000534
新疆众和,600888
拓邦股份,002139
汉商集团,600774
钢研高纳,300034
冠中生态,300948
品渥食品,300892
广东建科,301632
晶盛机电,300316
衢州发展,600208
北方股份,600262
爱乐达,300696
卓越新能,688196
胜利股份,000407
五 粮 液,000858
金枫酒业,600616
腾远钴业,301219
英思特,301622
深信服,300454
和邦生物,603077
康欣新材,600076
北方铜业,000737
开普云,688228
泰山石油,000554
海亮股份,002203
大地熊,688077
华峰铝业,601702
晶澳科技,002459
达华智能,002512
舍得酒业,600702
东方日升,300118
酒钢宏兴,600307
豪迈科技,002595
豫园股份,600655
浩瀚深度,688292
福事特,301446
红相股份,300427
中顺洁柔,002511
华夏幸福,600340
惠柏新材,301555
今世缘,603369
藏格矿业,000408
周大生,002867
青岛啤酒,600600
福石控股,300071
海联讯,300277
明泰铝业,601677
城投控股,600649
大中矿业,001203
金迪克,688670
金岭矿业,000655
伊力特,600197
会稽山,601579
世联行,002285
西藏城投,600773
永杉锂业,603399
中超控股,002471
优刻得-W,688158
宝地矿业,601121
厦门钨业,600549
中航重机,600765
浙富控股,002266
百润股份,002568
华峰化学,002064
上大股份,301522
积成电子,002339
嘉和美康,688246
华人健康,301408
正海磁材,300224
东软集团,600718
特发服务,300917
中稀有色,600259
盛新锂能,002240
超捷股份,301005
老白干酒,600559
五矿新能,688779
友邦吊顶,002718
合盛硅业,603260
晶科能源,688223
阿特斯,688472
中孚实业,600595
金银河,300619
北京利尔,002392
惠博普,002554
前沿生物-U,688221
翔鹭钨业,002842
口子窖,603589
安徽合力,600761
浩云科技,300448
天佑德酒,002646
固德威,688390
横店东磁,002056
蓝焰控股,000968
古越龙山,600059
福莱特,601865
包钢股份,600010
星源卓镁,301398
中锐股份,002374
江波龙,301308
海南橡胶,601118
拉芳家化,603630
永兴材料,002756
科顺股份,300737
新坐标,603040
神开股份,002278
天和磁材,603072
鑫铂股份,003038
三变科技,002112
江特电机,002176
美克家居,600337
梦网科技,002123
汉缆股份,002498
珠江钢琴,002678
倍杰特,300774
顺鑫农业,000860
中铝国际,601068
鑫科材料,600255
冰川网络,300533
神火股份,000933
运达股份,300772
南矿集团,001360
华昌达,300278
电科芯片,600877
东岳硅材,300821
国晟科技,603778
永太科技,002326
海新能科,300072
云南锗业,002428
华安证券,600909
湘潭电化,002125
中曼石油,603619
春立医疗,688236
广大特材,688186
金一文化,002721
赣锋锂业,002460
融捷股份,002192
大东方,600327
上海九百,600838
九鼎新材,002201
川能动力,000155
蓝英装备,300293
老凤祥,600612
罗平锌电,002114
广生堂,300436
金晶科技,600586
德恩精工,300780
仁智股份,002629
遥望科技,002291
中国稀土,000831
洋河股份,002304
协鑫集成,002506
紫金矿业,601899
雅化集团,002497
西藏珠峰,600338
银河磁体,300127
天齐锂业,002466
卧龙新能,600173
苏博特,603916
天下秀,600556
新华百货,600785
福立旺,688678
欢乐家,300997
五矿发展,600058
奥佳华,002614
中伟新材,300919
浙矿股份,300837
海油发展,600968
山东墨龙,002490
穗恒运Ａ,000531
国城矿业,000688
中矿资源,002738
天山铝业,002532
北方稀土,600111
西部黄金,601069
日播时尚,603196
寒锐钴业,300618
华友钴业,603799
天普股份,605255
XD中信金,601061
红星发展,600367
和顺石油,603353
锡业股份,000960
河钢资源,000923
金力永磁,300748
宝色股份,300402
钒钛股份,000629
航宇微,300053
宁波韵升,600366
尔康制药,300267
毕得医药,688073
云铝股份,000807
华钰矿业,601020
耐普矿机,300818
西藏矿业,000762
德龙汇能,000593
宝鼎科技,002552
焦作万方,000612
联得装备,300545
中国瑞林,603257
首华燃气,300483
联建光电,300269
盛屯矿业,600711
利源股份,002501
盈新发展,000620
启迪环境,000826
国中水务,600187
常铝股份,002160
中金岭南,000060
锌业股份,000751
鹏欣资源,600490
奥 特 迅,002227
闽发铝业,002578
贝肯能源,002828
湖南白银,002716
金瑞矿业,600714
恒邦股份,002237
西部矿业,601168
洛阳钼业,603993
盛和资源,600392
驰宏锌锗,600497
招金黄金,000506
威领股份,002667
四川黄金,001337
山金国际,000975
山东黄金,600547
金诚信,603979
莱绅通灵,603900
金徽股份,603132
金钼股份,601958
中国铝业,601600
赤峰黄金,600988
中金黄金,600489
华锡有色,600301
华宏科技,002645
中色股份,000758
盛达资源,000603
豫光金铅,600531
江西铜业,600362
兴业银锡,000426
白银有色,601212
海特高新,002023
株冶集团,600961
精艺股份,002295
卫光生物,002880
云南铜业,000878
铜陵有色,000630
赛伍技术,603212
贵研铂业,600459
中农联合,003042
梅雁吉祥,600868
萃华珠宝,002731
黄河旋风,600172
金圆股份,000546
南山铝业,600219
拓日新能,002218
七彩化学,300758
中科磁业,301141
德石股份,301158
新锦动力,300157
华致酒行,300755
精研科技,300709
新致软件,688590
中钢洛耐,688119
阿石创,300706
浩通科技,301026
迪阿股份,301177
电工合金,300697
潜能恒信,300191
飞南资源,301500
新诺威,300765
曼卡龙,300945
晓程科技,300139
北芯生命-U,688712
林平发展,603284
世盟股份,001220
电科蓝天,688818
易思维,688816
